Content,Paper Name,Label,Document Type,Affiliations
"Both brain functional connectivity (FC) and structural connectivity (SC) provide distinct neural mechanisms for cognition and neurological disease. In addition, interactions between SC and FC within distributed association regions are related to alterations in cognition or neurological diseases, considering the inherent linkage between neural function and structure. However, there is a scarcity of existing learning-based methods that leverage both modality-specific characteristics and high-order interactions between the two modalities for regression or classification. Hence, this study proposes an interpretable modality-specific and interactive graph convolutional network (MS-Inter-GCN) that incorporates modality-specific information, reflecting the unique neural mechanism for each modality, and structure–function interactions,",Interpretable modality-specific and interactive graph convolutional network on brain functional and structural connectomes,Parkinson's Disease,Article,"College of Computing and Data Science, Nanyang Technological University, Singapore City, Singapore"
"Gene therapy has made substantial progress in the treatment of the genetic diseases, focussing on the reduction of characteristics of recessive/dominant disorders, as well as various cancers. Extensive research has been conducted in the past few decades to investigate the application of nanotechnology and CRISPR/Cas technology in gene therapy. Nanotechnology due to attributes such has targeted drug delivery, controlled release, scalability and low toxicity has gained attention of the medical world. CRISPR/Cas9 system is considered as an impactful genome editing tool in the area of next-generation therapeutics and molecular diagnostics. CRISPR technology emphasises on gene editing, gene regulation modulation, and",Nanotechnology and CRISPR/Cas-Mediated Gene Therapy Strategies: Potential Role for Treating Genetic Disorders,Parkinson's Disease,Review,"Department of Biotechnology, Goswami Ganesh Dutta S.D. College, Chandigarh, India"
"Deep brain stimulation (DBS) at high frequencies has revolutionized efforts to alleviate Parkinson’s disease symptoms for approximately 30 years. Since then, there has been vast investigation into the mechanisms of action of DBS. Recently, synaptic suppression was found to play a pivotal role in the fundamental mechanisms underlying DBS. Based on this understanding, researchers introduced two novel DBS pulsing strategies that use a minimal number of stimuli. In contrast to conventional DBS (cDBS) pulsing, which employs continuous high-frequency pulses (>100 Hz), the two novel methods incorporate changes in pulsing frequency and on/off pulsing periods. In this computational study, we investigated",Computational analysis of two novel deep brain stimulation pulsing patterns on a thalamocortical network model of Parkinson’s disease,Parkinson's Disease,Article,"Department of Psychology, McMaster University, Hamilton, ON, Canada; Didab PVT. Ltd. Co, Tehran, Iran"
"Background: While Omega-3 and Omega-6 fatty acids have been implicated in neurodegenerative disorders (NDDs), existing epidemiological evidence remains inconclusive. We aim to clarify these relationships in a large population-based cohort from the UK Biobank. Methods: We conducted Cox proportional hazards regression analyses to assess the association between baseline serum Omega-3 and Omega-6 levels and incident NDDs, adjusting for sociodemographic and lifestyle factors. Results: Over a mean follow-up of 13.3 years, higher Omega-6 level at baseline was associated with a lower risk of incident Parkinson's disease (PD) (HR = 0.76, P = 1.11E-06, 95 % CI = 0.68–0.85) and dementia (HR",Association of Omega-3 and Omega-6 with neurodegenerative disorders: a UK biobank prospective cohort study,Parkinson's Disease,Article,"Department of Neurology, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China; Outpatient Department, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China; Department of Neurology, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China; Department of Neurology, Sichuan University, Chengdu, Sichuan, China"
"The brain microvasculature represents the blood–brain barrier (BBB) in vivo and it is permeable only to small lipophilic molecules. Polar nutrients, like glucose and amino acids, are transported across the BBB via carrier-mediated transport systems. Large protein-based biotherapeutics are not able to cross the BBB, which has represented a major issue for the development of potential treatments for the central nervous system over the past several decades. The finding that proteins such as insulin and transferrin cross the BBB through receptor-mediated transcytosis (RMT) led to the idea that it may be possible to transport peptidomimetic molecules to the brain by",Brain delivery of biotherapeutics via receptor-mediated transcytosis across the blood–brain barrier,Parkinson's Disease,Review,"David Geffen School of Medicine at UCLA, Los Angeles, CA, United States"
"Introduction Parkinson’s disease is a neurological disease with a rising incidence and prevalence. Patients with Parkinson’s disease may receive antipsychotics, for example, due to Parkinson’s disease psychosis. Parkinson’s disease psychosis is characterised by visual hallucinations and other psychotic symptoms. To date, no systematic review has evaluated the effects of antipsychotics in patients with Parkinson’s disease. Therefore, this review aims to assess the beneficial and harmful effects of antipsychotics for Parkinson’s disease. Methods and analysis This is a protocol for a systematic review. A search specialist will perform a search in major medical databases (eg, MEDLINE (Medical Literature Analysis and Retrieval",Antipsychotics for Parkinson’s disease: a protocol for a systematic review with network meta-analysis and trial sequential analysis,Parkinson's Disease,Article,"Rigshospitalet, Copenhagen, Hovedstaden, Denmark; Det Sundhedsvidenskabelige Fakultet, Copenhagen, Hovedstaden, Denmark; Department of Psychology, Københavns Universitet, Copenhagen, Hovedstaden, Denmark; Mental Health Services in the Capital Region of Denmark, Copenhagen, Denmark; Department of Cardiology and Endocrinology, Slagelse Sygehus, Slagelse, Sjaelland, Denmark; Department of Regional Health Research, Faculty of Health Sciences, University of Southern Denmark, Odense, Syddanmark, Denmark; Department of Neurology, Frederiksberg Hospital, Copenhagen, Hovedstaden, Denmark; Department of Clinical Medicine, Københavns Universitet, Copenhagen, Hovedstaden, Denmark"
"Parkinson’s disease (PD) is an increasingly prevalent neurodegenerative disorder, largely sporadic in origin, with limited understanding of age- and region-specific lipid alterations in the human brain. Dysregulation of glycosphingolipid catabolism has been implicated in PD, yet comprehensive spatiotemporal profiling remains sparse. Here, we performed targeted lipidomics across eight anatomically distinct brain regions in post-mortem controls, mid-stage, and late-stage PD cases using high-precision tissue dissection. Each region displayed distinct lipid signatures, with several age-associated alterations—most notably in hexosylceramides, including glucosylceramide. In PD, glycosphingolipids were reduced in subcortical regions but elevated in cortical regions, particularly gangliosides, HexCer, and Hex2Cer, accompanied by increased",Multi-omic analysis reveals lipid dysregulation associated with mitochondrial dysfunction in parkinson’s disease brain,Parkinson's Disease,Article,"Translational Mass Spectrometry Research Group, UCL Great Ormond Street Institute of Child Health, London, United Kingdom; Queen Square Brain Bank for Neurological Disorders, UCL Queen Square Institute of Neurology, London, United Kingdom; Department of Clinical and Movement Neurosciences, UCL Queen Square Institute of Neurology, London, United Kingdom; The Francis Crick Institute, London, United Kingdom; Department of Biostatistics and Epidemiology, MRC Centre for Environment and Health, London, United Kingdom; Imperial College London, London, United Kingdom; Department of Metabolic Medicine, Hammersmith Hospital, London, United Kingdom; Neurometabolic Unit, UCL Great Ormond Street Institute of Child Health, London, United Kingdom; College of Applied Medical Sciences, King Khalid University, Abha, Asir, Saudi Arabia; UCL Great Ormond Street Institute of Child Health, London, United Kingdom"
[No abstract available] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Editorial: Imaging-based methods for fracture risk assessment,Parkinson's Disease,Editorial,"Department of Diagnostic and Interventional Radiology, UniversitatsSpital Zurich, Zurich, ZH, Switzerland; Universität Zürich, Medizinische Fakultät, Zurich, ZH, Switzerland; Department of Diagnostic and Interventional Radiology, Universitätsklinikum Ulm, Ulm, Baden-Wurttemberg, Germany; Department of Nuclear Medicine, Universitätsklinikum Ulm, Ulm, Baden-Wurttemberg, Germany; Department of Diagnostic and Interventional Neuroradiology, Klinikum Rechts der Isar, Munich, Bayern, Germany; Klinikum Rechts der Isar, Munich, Bayern, Germany; University of Colorado Anschutz School of Medicine, Aurora, CO, United States"
"Objective: We established a prospective cohort study to investigate the differences in motor and non-motor symptoms between idiopathic Parkinson's disease (IPD) and Parkinson's disease in carriers of leucine-rich repeat kinase 2 (LRRK2) gene risk variants (LRRK2-PD). Methods: The study included 1407 individuals with IPD and 649 individuals with LRRK2-PD (comprising 304 with LRRK2-G2385R, 220 with LRRK2-R1628P, and 105 with LRRK2-A419V). Differences in symptoms between LRRK2-PD and IPD were analyzed using LCMM modeling and Cox regression analysis. Results: The LRRK2-G2385R variant showed slower progression in tremor symptoms and excessive daytime sleepiness compared with IPD. In contrast, symptoms associated with LRRK2-R1628P and",Clinical features and progression of Parkinson's disease with LRRK2 variants: A prospective study,Parkinson's Disease,Article,"Department of Neurology, Xiangya Hospital Central South University, Changsha, Hunan, China; Department of Nuclear Medicine, Third Xiangya Hospital of Central South University, Changsha, Hunan, China; Department of Neurology, The Second Xiangya Hospital of Central South University, Changsha, Hunan, China; Department of Neurology, The First Affiliated Hospital of University of South China, Hengyang, Hunan, China; Key Laboratory of Hunan Province in Neurodegenerative Disorders, Changsha, Hunan, China; National Clinical Research Center for Geriatric Disorders, Xiangya Hospital Central South University, Changsha, Hunan, China; Department of Neurology, Third Xiangya Hospital of Central South University, Changsha, Hunan, China"
"Background Recurrent mild traumatic brain injury (rmTBI) represent a significant predisposing factor for the development of neurodegenerative diseases, including but not limited to Parkinson's disease and Alzheimer's disease. However, its underlying pathological mechanisms remain unclear, and there are currently no definitive clinical treatments available. Naozhenning, an empirical formula used to treat brain concussions, comprises multiple medicinal components and exhibits a potential for treating rmTBI. Nonetheless, its material basis and efficacy for rmTBI alleviation are still unknown. Purpose This research aims to determine the role of ferroptosis in hippocampal neurons following rmTBI and to elucidate Naozhenning's neuroprotective mechanisms towards rmTBI. Methods",Mechanisms of naozhenning in inhibiting neuronal ferroptosis and alleviating brain recurrent mild traumatic brain injury in a rat model,Parkinson's Disease,Article,"Department of Pharmacy, Tongren Hospital Shanghai Jiao Tong University School Of Medicine, Shanghai, China; Shanghai Jiao Tong University School of Medicine, Shanghai, China; Shanghai General Hospital, Shanghai, China"
"This patent describes novel leucine-rich repeat kinase 2 (LRRK2) inhibitors featuring a 2,4,12,13-tetrahydro-11H-5,7-(azenometheno)dipyrazolo[3,4-b:5′,1′-g][1]oxa[4,6,8]triazacycloundecine scaffold. These LRRK2 inhibitors exhibit therapeutic potential for the treatment of Parkinson’s disease. Published 2025 by American Chemical Society [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]",Novel Leucine-Rich Repeat Kinase 2 (LRRK2) Inhibitors for the Treatment of Parkinson’s Disease,Parkinson's Disease,Editorial,"Emory University School of Medicine, Atlanta, GA, United States"
"Background: In rare instances, Parkinson's disease may develop in patients with schizophrenia receiving antipsychotic treatment, highlighting the need for comprehensive clinical evaluation and imaging investigations. We present a case of schizophrenia coexisting with suspected familial Parkinson's disease, characterized by a discrepancy between dopamine transportor single photon emission computed tomography (DAT SPECT) and 123I meta-iodo benzylguanidine (MIBG) myocardial scintigraphy results. Case Presentation: The patient was a woman in her 50s who first exhibited paranoid delusions and auditory hallucinations in her 20s and was continuously treated on an outpatient basis for schizophrenia. Three years ago, she sought consultation at a neurology clinic",A case of schizophrenia with Parkinson's disease: Reduced dopamine transporter binding in unilateral striatum and normal uptake pattern of 123I-MIBG myocardial scintigraphy,Parkinson's Disease,Article,"Department of Psychiatry, Hiroshima City Hiroshima Citizens Hospital, Hiroshima, Hiroshima, Japan; Department of Psychiatry, Kusatsu Hospital, Hiroshima, Hiroshima, Japan"
"Mitochondrial stress inducers such as carbonyl cyanide m-chlorophenyl hydrazone (CCCP) and oligomycin trigger the DELE1-HRI branch of the integrated stress response (ISR) pathway. Previous studies performed using epitope-tagged DELE1 showed that these stresses induced the cleavage of DELE1 to DELE1-S, which stimulates HRI. Here, we report that mitochondrial protein import stress (MPIS) is an overarching stress that triggers the DELE1-HRI pathway, and that endogenous DELE1 could be cleaved into two forms, DELE1-S and DELE1-VS, the latter accumulating only upon non-depolarizing MPIS. Surprisingly, while the mitochondrial protease OMA1 was crucial for DELE1 cleavage in HeLa cells, it was dispensable in HEK293T",Cytosolic retention of HtrA2 during mitochondrial protein import stress triggers the DELE1-HRI pathway,Parkinson's Disease,Article,"University of Toronto Faculty of Medicine, Toronto, ON, Canada; Bâtiment Lavoisier, Hopital Paul-Brousse, Villejuif, France; University of Toronto Faculty of Medicine, Toronto, ON, Canada"
Parkinson's disease (PD) is an idiopathic disease caused by the loss or degeneration of the dopaminergic (dopamine-producing) neurons in the brain and characterized by various inflammatory and apoptotic responses in the neuronal cells. Phosphoinositide 3–kinase (PI3K)/protein kinase B (Akt) axis is responsible for neuronal survival by providing a number of anti-inflammatory and anti-apoptotic milieu that prevent the progression of PD. Alpha-lipoic acid (ALA) is a natural cofactor that has antioxidant capacity and contributes to various metabolic processes. ALA can penetrate the blood-brain barrier and contribute to numerous neuroprotective effects. It can activate PI3K/AKT pathway with consequent reduction of different inflammatory,The neuroprotective effects of alpha lipoic acid in rotenone-induced Parkinson's disease in mice via activating PI3K/AKT pathway and antagonizing related inflammatory cascades,Parkinson's Disease,Article,"Department of Pharmacology and Toxicology, College of Pharmaceutical Sciences and Drug Manufacturing, 6th October, Giza, Egypt; Department of Biochemistry, Faculty of Pharmacy, Heliopolis University, Cairo, Cairo, Egypt; Faculty of Science, Ismailia, Ismailia, Egypt"
"Age-related diseases, including cardiovascular disorders, type 2 diabetes, neurodegenerative conditions such as Alzheimer's and Parkinson's disease, and age-related eye diseases, represent leading causes of disability and mortality worldwide. Growing evidence highlights the therapeutic promise of non-pharmacological interventions, notably saffron (Crocus sativus L.) and structured exercise, both of which exert pleiotropic effects through antioxidant, anti-inflammatory, and neuroprotective pathways. In this review, we summarize current experimental and clinical data on saffron's bioactive compounds, crocin, crocetin, and safranal, and their capacity to modulate lipid metabolism, insulin sensitivity, mitochondrial function, and protein aggregation. Parallel findings from exercise research demonstrate improvements in cardiovascular function, glycemic","Integrative effects of saffron and physical activity on endurance performance, quality of life, cognitive, emotional, and metabolic outcomes in age-related and neurodegenerative diseases",Parkinson's Disease,Review,"College of Physical Education, Shandong University of Finance and Economics, Jinan, Shandong, China; Department of Physical Education, Shandong University of Traditional Chinese Medicine, Jinan, Shandong, China"
"Context and purpose: Parkinson's disease (PD) is characterized by degeneration of dopaminergic neurons causing motor and non-motor changes that lead to reduced quality of life and functionality. Among the therapeutic strategies used, aquatic aerobic exercise has shown potential effects in stabilizing symptoms and disease progression. However, the development of exercise-based therapies requires an accurate prescription, and, in this regard, there are gaps in the literature. The purpose of this study was to examine the scientific literature on the prescription of aquatic aerobic exercises for individuals with PD, duration, types of exercises intervention, forms of intensity control and main outcomes analyzed",Aquatic aerobic exercise prescription in Parkinson's disease: A scoping review,Parkinson's Disease,Review,"Postgraduate Program in Physical Education, Universidade Federal do Parana, Curitiba, PR, Brazil; Universidade Federal do Parana, Curitiba, PR, Brazil"
"The study aimed to validate the protective effect of neuroglobin (Ngb) in a cell model of Parkinson's disease (PD) and explore its therapeutic potential. Lentivirus-Ngb (LvNgb) and siRNA-Ngb (siNgb) were used to achieve Ngb overexpression and knockdown, respectively, in a sporadic PD cell model. Apoptosis was evaluated by flow cytometry-based Annexin V/propidium iodide assays. Activation of the pro-apoptotic factor, Caspase-9, was detected by immunoblotting, and Complex I activities were detected by using enzyme-linked immunosorbent assay (ELISA). Mitochondrial dysfunction was examined by measuring the mitochondrial membrane potential (MMP), NAD+/NADH ratios, and reactive oxygen species (ROS) levels. Additionally, coimmunoprecipitation (Co-IP) assays were",Neuroglobin protects dopaminergic neurons in a Parkinson's cell model by interacting with mitochondrial complex NDUFA10,Parkinson's Disease,Article,"Department of Neurology, Southern Medical University, Guangzhou, Guangdong, China; Department of Neurology, Guangdong Provincial People’s Hospital of Southern Medical University, Guangzhou, Guangdong, China; Department of Pediatric Neurology, Southern Medical University, Guangzhou, Guangdong, China; Department of General Intensive Care Unit, The Third Affiliated Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China; Department of Neurology, The Fifth Affiliated Hospital, Southern Medical University, Guangzhou, Guangdong, China; Department of Spine Surgery, Foshan Fosun Chancheng Hospital, Foshan, Guangdong, China"
"The aging process results in structural, functional, and immunological changes in the brain, which contribute to cognitive decline and increase vulnerability to neurodegenerative diseases such as Alzheimer’s disease (AD), Parkinson’s disease (PD), and stroke-related complications. Aging leads to cognitive changes and also affect executive functions. Additionally, it causes neurogenic and neurochemical alterations, such as a decline in dopamine and acetylcholine levels, which also impact cognitive performance. The chronic inflammation caused by aging contributes to the impairment of the blood–brain barrier (BBB), contributing to the infiltration of immune cells and exacerbating neuronal damage. Therefore, rejuvenating therapies such as heterochronic parabiosis, cerebrospinal",Systemic Rejuvenating Interventions: Perspectives on Neuroinflammation and Blood–Brain Barrier Integrity,Parkinson's Disease,Review,"Graduate Program in Health Sciences, Universidade do Sul de Santa Catarina, Tubarao, SC, Brazil; Graduate Program in Health Sciences, Universidade do Sul de Santa Catarina, Tubarao, SC, Brazil; Graduate Program in Health Sciences, Universidade do Sul de Santa Catarina, Tubarao, SC, Brazil; Faillace Department of Psychiatry and Behavioral Sciences, McGovern Medical School, Houston, TX, United States; Graduate Program in Health Sciences, Universidade do Extremo Sul Catarinense, Criciuma, SC, Brazil"
"Parkinson’s disease (PD) is a progressive neurological disease that causes both motor and nonmotor symptoms. While our understanding of putative mechanisms has advanced significantly, it remains challenging to verify biomarkers with sufficient evidence for regular clinical use. Clinical symptoms are the primary basis for diagnosing the disease, which can be mild in the early stages and overlap with other neurological disorders. As a result, clinical testing and medical records are mostly relied upon for diagnosis, posing substantial challenges during both the initial diagnosis and the continuous disease monitoring. Recent biochemical, neuroimaging, and genetic biomarkers have helped us understand the pathophysiology",Parkinson’s Disease: Biomarkers for Diagnosis and Disease Progression,Parkinson's Disease,Review,"Department of Biotechnology, Yeungnam University, Gyeongsan, Gyeongsangbuk-do, South Korea; Department of Biotechnology and Genetic Engineering, Islamic University, Kushtia, Kushtia, Bangladesh; Department of Biomedical Engineering, Shri Govindram Seksaria Institute of Technology and Science, Indore, MP, India; Department of Biology, Adamjee Cantonment College, Dhaka, Dhaka, Bangladesh; Johns Hopkins University School of Medicine, Baltimore, MD, United States"
"Objective: Analyzing the differences in video-nystagmography (VNG) parameters among Parkinson's disease (PD) patients with distinct motor subtypes and evaluate the correlation between VNG parameters and the severity of non-motor symptoms (NMS) in Tremer Dominant (TD)/Postural Instability/Gait Difficulty (PIGD) subtypes provides a theoretical basis for advancing the understanding of PD heterogeneity. Methods: Sixty-nine patients with PD diagnosed in the Department of Neurology of the First Affiliated Hospital of Hainan Medical College from December 2022 to January 2024 were collected. Among them, 35 were in the Tremer Dominant (TD) group, 34 were in the Postural Instability/Gait Difficulty (PIGD) group, and 38 patients",Videonystagmography features and clinical symptoms correlate with Parkinson's clinical subtypes,Parkinson's Disease,Article,"Department of Neurology, Hainan Medical University, Haikou, Hainan, China; Department of Neurology, Danzhou People's Hospital, Danzhou, Hainan, China"
"Parkinson’s disease (PD) is the second most common neurodegenerative disease. Accurate PD diagnosis is crucial for effective treatment and prognosis but can be challenging, especially at early disease stages. This study aimed to develop and evaluate an explainable deep learning model for PD classification from multimodal neuroimaging data. The model was trained using one of the largest collections of T1-weighted and diffusion-tensor magnetic resonance imaging (MRI) datasets. A total of 1264 datasets from eight different studies were collected, including 611 PD patients and 653 healthy controls (HC). These datasets were pre-processed and non-linearly registered to the MNI PD25 atlas. Six",Exploiting macro- and micro-structural brain changes for improved Parkinson’s disease classification from MRI data,Parkinson's Disease,Article,"Biomedical Engineering Graduate Program, University of Calgary, Calgary, AB, Canada; Department of Radiology, University of Calgary, Calgary, AB, Canada; Alberta Children’s Hospital Research Institute, Calgary, AB, Canada; Departments of Pediatrics and Community Health Sciences, University of Calgary, Calgary, AB, Canada; Hotchkiss Brain Institute, Calgary, AB, Canada; Department of Clinical Neurosciences, University of Calgary, Calgary, AB, Canada; Neurology, University of Alberta, Faculty of Medicine and Dentistry, Edmonton, AB, Canada; Cumming School of Medicine, Calgary, AB, Canada; College of Medicine and Health, Exeter, Devon, United Kingdom; Department of Radiology, University of Montreal, Montreal, QC, Canada; Institut Universitaire de Geriatrie de Montreal, Montreal, QC, Canada"
"Predicting outcomes for people with Parkinson’s (PwP) can enable better information provision, personalised treatments, and enhanced trial design. It is unclear what prognostic models are optimal for use. We systematically reviewed previously published prognostic models for PwP, assessed quality, and made recommendations. We searched MEDLINE and EMBASE for studies developing/validating models predicting clinical outcomes in PwP. We assessed risk of bias and applicability using the PROBAST tool. We screened 1024 references and identified 25 studies (41 prognostic models). The most common outcomes were falls (11 studies), dementia (7) and motor complications (4). Most models made short-term predictions (60% ≤2 years).",Systematic review of prognostic models in Parkinson’s disease,Parkinson's Disease,Article,"Foresterhill, University of Aberdeen, Aberdeen, Scotland, United Kingdom; Foresterhill, University of Aberdeen School of Medicine, Medical Sciences and Nutrition, Aberdeen, Scotland, United Kingdom"
[No abstract available] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],Confirmation of RAB32 Ser71Arg Involvement in Parkinson's Disease,Parkinson's Disease,Letter,"Sorbonne Université, Paris, Ile-de-France, France; Department of Medical Genetics, AP-HP Assistance Publique - Hopitaux de Paris, Paris, France; Department of Clinical Pharmacology and Neurosciences, CHU de Toulouse, Toulouse, Occitanie, France"
"Patients with Parkinson's disease (PD) experience both motor and non-motor symptoms. However, it remains unclear the full spectrum of PD, which requires a comprehensive assessment of both motor and non-motor cortical regions. The use of combined transcranial magnetic stimulation and electroencephalography (TMS-EEG) allows the examination of neural circuit beyond motor cortex. In this study, TMS-EEG data were collected over the primary motor cortex (M1) and dorsolateral prefrontal cortex (DLPFC) in 46 patients with PD and 27 healthy controls (HC). We analyzed TMS-evoked potentials and oscillatory powers to identify differences in cortical excitability and neural connectivity dynamics between the two cohorts.",Concurrent TMS-EEG to characterize cortical responses in the motor and prefrontal cortices in Parkinson's disease,Parkinson's Disease,Article,"Department of Neurology, Jinan University, Guangzhou, Guangdong, China; Department of Electrical and Electronic Engineering, Southern University of Science and Technology, Shenzhen, Guangdong, China; Shenzhen Bay Laboratory, Shenzhen, Guangdong, China; Centre for Cognition and Brain Disorders, The Affiliated Hospital of Hangzhou Normal University, Hangzhou, Zhejiang, China; Department of Neurology, Xinxiang Medical University, Xinxiang, Henan, China"
"Astaxanthin, a xanthophyll carotenoid derived primarily from Hematococcus lacustris, has been proposed as a potent bioactive compound demonstrating wide therapeutic applicability. In addition to its distinct molecular structure, astaxanthin has exceptional antioxidant property, surpassing that of other carotenoids and conventional antioxidants, while also exerting robust anti-inflammatory effects. The present review focuses on the current evidence of the complex multifaceted therapeutic actions of astaxanthin, including cardiovascular protection, neuroprotection, hepatoprotection, renal support, dermatological health, immune modulation, and emerging roles in metabolic disorders, reproductive health, and cancer prevention. Mechanistic insights highlight its potential to control key molecular mechanisms, including the NF-κB, Nrf2, MAPK,",From nutrition to therapeutics: the diverse inflammopharmacological and biomedical roles of astaxanthin,Parkinson's Disease,Review,"Department of Biochemistry, Faculty of Pharmacy, Cairo University, Cairo, Cairo, Egypt; Faculty of Pharmacy, Cairo University, Cairo, Cairo, Egypt; Department of Pharmacology and Toxicology, Al-Ayen Iraqi University, AUIQ, An Nasiriyah, Dhi Qar, Iraq; Department of Pharmacology and Toxicology, Faculty of Pharmacy, Badr, Cairo, Egypt"
"Vaccines are a promising therapy for the treatment of chronic conditions such as pruritus. IL-31 has been identified as an important mediator of itch. By targeting IL-31 signaling with immunotherapy, CP can be effectively alleviated. However, self-antigens such as IL-31 are highly tolerated, which has rendered conventional conjugate vaccines (CCVs) ineffective at generating sufficient antibody (Ab) responses to alleviate CP. Novel Win the Skin Immune System Trick (WISIT) vaccines however have been shown to induce substantially stronger Ab responses than CCVs in Parkinson’s Disease, and so may be capable of overcoming IL-31 tolerance to effectively treat CP. In this report,",WISIT vaccines based on IL-31-derived peptides as a novel therapeutic approach for chronic pruritic dermatoses,Parkinson's Disease,Article,"Tridem Bioscience GmbH & CoKG, Vienna, Austria; MODUS Research and Innovation, Unit D Tayside Software Centre, Dundee, United Kingdom; KINETO Lab Ltd, Budapest, Budapest, Hungary"
"Background: Tremor is one of the cardinal motor symptoms of Parkinson's disease (PD). Its severity can be quantified with clinical rating scales and neurophysiology. The pathophysiology of PD tremor involves activity in the cerebello-thalamo-cortical circuit (CTC), which can be quantified with concurrent accelerometry-functional magnetic resonance imaging (fMRI). This opens possibilities for fMRI-informed precision medicine, but it remains unclear if tremor-related fMRI activity is a reliable biomarker at the individual level. Objectives: To assess the test–retest reliability of three PD tremor outcome measures: clinical rating scales, accelerometry, and combined accelerometry-fMRI. Methods: We studied 26 tremor-dominant PD patients OFF medication on two",Reliability of Neuroimaging and Neurophysiological Tremor Features in Parkinson's Disease,Parkinson's Disease,Article,"Istituto Neurologico Mediterraneo Neuromed, Pozzilli, Pozzilli, Isernia, Italy; Donders Centre voor Cognitive Neuroimaging, Nijmegen, Gelderland, Netherlands; Department of Neurology, Donders Institute for Brain, Cognition and Behaviour, Nijmegen, Gelderland, Netherlands; Department of Human Neurosciences, Sapienza Università di Roma, Rome, RM, Italy"
